what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1327718264625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327718264626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327718278340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722091039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722093050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722405124
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1327722411385
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1327722411425
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1327722411426
started,bundle,org.eclipse.wst.html.core,1.1.501.v201109080146,"org.eclipse.wst.html.core",1327722411459
started,bundle,org.eclipse.wst.css.core,1.1.500.v201104191926,"org.eclipse.wst.css.core",1327722411556
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1327722411888
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1327722411962
started,bundle,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.ui",1327722412099
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1327722412249
opened,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1327722412347
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1327722412522
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1327722414139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722427337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722614638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722632749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722683204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327722684873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327728894649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327728898157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327728927151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327728934028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729254831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729257411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729271866
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729282566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729296860
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1327729307649
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1327729307753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729331286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1327729331294
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1327729331402
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1327729331434
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327729331491
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327729331665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729349976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729353390
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1327729355446
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1327729355465
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1327729355496
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1327729355515
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1327729355540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327729355631
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1327729355670
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1327729355672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729357244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729372662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327729379808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729390508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729407743
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729418587
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1327729422621
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327729426353
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327729426398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327729439091
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729440556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729442214
closed,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1327729443043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729443073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327729443079
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327729444191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729456541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729481521
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729483795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729498010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729501447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729501462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729504414
executed,command,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.appengine.eclipse.core.deployToGoogle",1327729504421
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327729506833
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327729508433
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327729508433
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327729509975
closed,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327729509976
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729513823
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327729521960
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327729529323
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729529848
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327729540240
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729543339
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327729547627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729551705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729552974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729552994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729554079
executed,command,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.appengine.eclipse.core.deployToGoogle",1327729555548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729555570
error,log,,,"Unable to update app: Failed to compile jsp files.\n\nSee the deployment console for more details",1327729560056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729567647
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327729569601
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327729577480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729615321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729616921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729616935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729618232
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327729619192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729619956
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1327729631305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729643228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729651280
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1327729676267
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327729680461
started,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1327729727335
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1327729729260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327729733132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1327729733144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730160131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730193610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730198365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730214923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1327730214934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730216255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730222075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327730223257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731269775
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731358350
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731358409
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731377189
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731377440
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731377481
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731383375
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1327731401704
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1327731401750
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731407781
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1327731407781
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327731409039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731419974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731455248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327731461290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731462578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731538433
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1327731540300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731540760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731543738
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731543766
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731566751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731573824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731584574
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731589616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731593880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731595555
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731595581
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731596819
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1327731600240
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1327731600270
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1327731600292
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1327731600325
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1327731600363
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1327731600407
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731602404
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1327731602404
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731603373
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731606358
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731606384
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731614525
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731614525
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731617106
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1327731622711
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1327731622751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731628282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731630093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731631221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731633319
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327731633349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731647301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731650587
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327731709539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327731713550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732805404
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327732808117
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327732810681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732813941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732823708
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327732823742
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327732824110
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327732824207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732826778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732855182
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327732857591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327732863254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732863408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732873075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732875966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732887075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732888918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732896061
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327732901048
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1327732901048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732904550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732925127
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327732927423
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327732929827
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327732943576
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327732944012
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327732947107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327732949397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327733075280
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327733077976
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1327733082911
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327733086593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327733101469
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1327733129283
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1327733129331
started,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1327733170020
started,bundle,org.eclipse.jst.ws.annotations.core,1.1.0.v201104031139,"org.eclipse.jst.ws.annotations.core",1327733173008
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1327733184903
